Date,Committee,Number of utterances made by the committees per month
"=""03-1999""",316,0
"=""03-2000""",316,0
"=""03-2001""",316,0
"=""03-2002""",316,0
"=""03-2003""",316,0
"=""03-2004""",316,0
"=""03-2005""",316,137
"=""03-2006""",316,0
"=""03-2007""",316,0
"=""03-2008""",316,0
"=""03-2009""",316,0
"=""03-2010""",316,0
"=""03-2011""",316,91
"=""03-2012""",316,0
"=""04-1995""",316,0
"=""04-1996""",316,0
"=""04-1997""",316,0
"=""04-1998""",316,0
"=""04-1999""",316,0
"=""04-2000""",316,0
"=""04-2001""",316,0
"=""04-2002""",316,0
"=""04-2003""",316,0
"=""04-2004""",316,0
"=""04-2005""",316,166
"=""04-2006""",316,0
"=""04-2007""",316,0
"=""04-2008""",316,0
"=""04-2009""",316,0
"=""04-2010""",316,0
"=""04-2011""",316,0
"=""04-2012""",316,0
"=""05-1995""",316,0
"=""05-1996""",316,0
"=""05-1997""",316,0
"=""05-1998""",316,0
"=""05-1999""",316,0
"=""05-2000""",316,0
"=""05-2001""",316,0
"=""05-2002""",316,0
"=""05-2003""",316,0
"=""05-2004""",316,0
"=""05-2005""",316,0
"=""05-2006""",316,368
"=""05-2007""",316,0
"=""05-2008""",316,0
"=""05-2009""",316,340
"=""05-2010""",316,0
"=""05-2011""",316,0
"=""05-2012""",316,0
"=""06-1995""",316,0
"=""06-1996""",316,0
"=""06-1997""",316,0
"=""06-1998""",316,0
"=""06-1999""",316,0
"=""06-2000""",316,0
"=""06-2001""",316,0
"=""06-2002""",316,0
"=""06-2003""",316,0
"=""06-2004""",316,0
"=""06-2005""",316,0
"=""06-2006""",316,0
"=""06-2007""",316,444
"=""06-2008""",316,0
"=""06-2009""",316,0
"=""06-2010""",316,640
"=""06-2011""",316,0
"=""06-2012""",316,0
"=""07-1995""",316,0
"=""07-1996""",316,0
"=""07-1997""",316,0
"=""07-1998""",316,0
"=""07-1999""",316,0
"=""07-2000""",316,0
"=""07-2001""",316,0
"=""07-2002""",316,0
"=""07-2003""",316,0
"=""07-2004""",316,0
"=""07-2005""",316,0
"=""07-2006""",316,0
"=""07-2007""",316,0
"=""07-2008""",316,0
"=""07-2009""",316,0
"=""07-2010""",316,0
"=""07-2011""",316,0
"=""07-2012""",316,0
"=""08-1995""",316,0
"=""08-1996""",316,0
"=""08-1997""",316,0
"=""08-1998""",316,0
"=""08-1999""",316,0
"=""08-2000""",316,0
"=""08-2001""",316,0
"=""08-2002""",316,0
"=""08-2003""",316,0
"=""08-2004""",316,0
"=""08-2005""",316,0
"=""08-2006""",316,0
"=""08-2007""",316,0
"=""08-2008""",316,0
"=""08-2009""",316,0
"=""08-2010""",316,179
"=""08-2011""",316,0
"=""08-2012""",316,0
"=""09-1995""",316,0
"=""09-1996""",316,0
"=""09-1997""",316,0
"=""09-1998""",316,0
"=""09-1999""",316,0
"=""09-2000""",316,0
"=""09-2001""",316,0
"=""09-2002""",316,0
"=""09-2003""",316,0
"=""09-2004""",316,0
"=""09-2005""",316,0
"=""09-2006""",316,207
"=""09-2007""",316,0
"=""09-2008""",316,0
"=""09-2009""",316,0
"=""09-2010""",316,164
"=""09-2011""",316,0
"=""09-2012""",316,0
"=""10-1995""",316,0
"=""10-1996""",316,0
"=""10-1997""",316,0
"=""10-1998""",316,0
"=""10-1999""",316,0
"=""10-2000""",316,0
"=""10-2001""",316,0
"=""10-2002""",316,0
"=""10-2003""",316,0
"=""10-2004""",316,0
"=""10-2005""",316,0
"=""10-2006""",316,0
"=""10-2007""",316,118
"=""10-2008""",316,0
"=""10-2009""",316,121
"=""10-2010""",316,0
"=""10-2011""",316,0
"=""10-2012""",316,0
"=""11-1995""",316,0
"=""11-1996""",316,0
"=""11-1997""",316,0
"=""11-1998""",316,0
"=""11-1999""",316,0
"=""11-2000""",316,0
"=""11-2001""",316,0
"=""11-2002""",316,0
"=""11-2003""",316,0
"=""11-2004""",316,0
"=""11-2005""",316,0
"=""11-2006""",316,0
"=""11-2007""",316,0
"=""11-2008""",316,134
"=""11-2009""",316,0
"=""11-2010""",316,0
"=""11-2011""",316,0
"=""11-2012""",316,0
"=""12-1995""",316,0
"=""12-1996""",316,0
"=""12-1997""",316,0
"=""12-1998""",316,0
"=""12-1999""",316,0
"=""12-2000""",316,0
"=""12-2001""",316,0
"=""12-2002""",316,0
"=""12-2003""",316,0
"=""12-2004""",316,0
"=""12-2005""",316,0
"=""12-2006""",316,0
"=""12-2007""",316,0
"=""12-2008""",316,0
"=""12-2009""",316,0
"=""12-2010""",316,0
"=""12-2011""",316,0
"=""12-2012""",316,0
"=""01-1995""",321,0
"=""01-1996""",321,0
"=""01-1997""",321,0
"=""01-1998""",321,0
"=""01-1999""",321,0
"=""01-2000""",321,605
"=""01-2001""",321,568
"=""01-2002""",321,666
"=""01-2003""",321,1440
"=""01-2004""",321,229
"=""01-2005""",321,240
"=""01-2006""",321,822
"=""01-2007""",321,745
"=""01-2008""",321,0
"=""01-2009""",321,180
"=""01-2010""",321,415
"=""01-2011""",321,0
"=""01-2012""",321,0
"=""02-1995""",321,0
"=""02-1996""",321,0
"=""02-1997""",321,0
"=""02-1998""",321,0
"=""02-1999""",321,0
"=""02-2000""",321,341
"=""02-2001""",321,721
"=""02-2002""",321,2410
"=""02-2003""",321,1336
"=""02-2004""",321,686
"=""02-2005""",321,592
"=""02-2006""",321,2191
"=""02-2007""",321,1493
"=""02-2008""",321,844
"=""02-2009""",321,435
"=""02-2010""",321,1030
"=""02-2011""",321,101
"=""02-2012""",321,0
"=""03-1995""",321,0
"=""03-1996""",321,0
"=""03-1997""",321,0
"=""03-1998""",321,0
"=""03-1999""",321,159
"=""03-2000""",321,1845
"=""03-2001""",321,1058
"=""03-2002""",321,1259
"=""03-2003""",321,998
"=""03-2004""",321,2050
"=""03-2005""",321,192
"=""03-2006""",321,1336
"=""03-2007""",321,2621
"=""03-2008""",321,531
"=""03-2009""",321,1119
"=""03-2010""",321,1634
"=""03-2011""",321,1184
"=""03-2012""",321,895
"=""04-1995""",321,0
"=""04-1996""",321,0
"=""04-1997""",321,0
"=""04-1998""",321,0
"=""04-1999""",321,0
"=""04-2000""",321,953
"=""04-2001""",321,1489
"=""04-2002""",321,1058
"=""04-2003""",321,1105
"=""04-2004""",321,1164
"=""04-2005""",321,1084
"=""04-2006""",321,1148
"=""04-2007""",321,1789
"=""04-2008""",321,1700
"=""04-2009""",321,548
"=""04-2010""",321,1259
"=""04-2011""",321,535
"=""04-2012""",321,604
"=""05-1995""",321,0
"=""05-1996""",321,0
"=""05-1997""",321,0
"=""05-1998""",321,0
"=""05-1999""",321,398
"=""05-2000""",321,1248
"=""05-2001""",321,1545
"=""05-2002""",321,2587
"=""05-2003""",321,2208
"=""05-2004""",321,1128
"=""05-2005""",321,1157
"=""05-2006""",321,2325
"=""05-2007""",321,863
"=""05-2008""",321,1085
"=""05-2009""",321,1529
"=""05-2010""",321,1609
"=""05-2011""",321,999
"=""05-2012""",321,566
"=""06-1995""",321,0
"=""06-1996""",321,0
"=""06-1997""",321,0
"=""06-1998""",321,0
"=""06-1999""",321,580
"=""06-2000""",321,1041
"=""06-2001""",321,768
"=""06-2002""",321,789
"=""06-2003""",321,1938
"=""06-2004""",321,598
"=""06-2005""",321,1352
"=""06-2006""",321,1359
"=""06-2007""",321,1640
"=""06-2008""",321,1349
"=""06-2009""",321,2010
"=""06-2010""",321,1258
"=""06-2011""",321,728
"=""06-2012""",321,490
"=""07-1995""",321,0
"=""07-1996""",321,0
"=""07-1997""",321,0
"=""07-1998""",321,0
"=""07-1999""",321,446
"=""07-2000""",321,788
"=""07-2001""",321,2281
"=""07-2002""",321,2790
"=""07-2003""",321,979
"=""07-2004""",321,1027
"=""07-2005""",321,1585
"=""07-2006""",321,464
"=""07-2007""",321,1017
"=""07-2008""",321,520
"=""07-2009""",321,1649
"=""07-2010""",321,993
"=""07-2011""",321,1295
"=""07-2012""",321,639
"=""08-1995""",321,0
"=""08-1996""",321,0
"=""08-1997""",321,0
"=""08-1998""",321,0
"=""08-1999""",321,0
"=""08-2000""",321,0
"=""08-2001""",321,170
"=""08-2002""",321,163
"=""08-2003""",321,0
"=""08-2004""",321,0
"=""08-2005""",321,317
"=""08-2006""",321,258
"=""08-2007""",321,323
"=""08-2008""",321,0
"=""08-2009""",321,685
"=""08-2010""",321,198
"=""08-2011""",321,121
"=""08-2012""",321,173
"=""09-1995""",321,0
"=""09-1996""",321,0
"=""09-1997""",321,0
"=""09-1998""",321,0
"=""09-1999""",321,476
"=""09-2000""",321,1975
"=""09-2001""",321,1077
"=""09-2002""",321,584
"=""09-2003""",321,1303
"=""09-2004""",321,739
"=""09-2005""",321,1503
"=""09-2006""",321,1014
"=""09-2007""",321,346
"=""09-2008""",321,939
"=""09-2009""",321,138
"=""09-2010""",321,1114
"=""09-2011""",321,57
"=""09-2012""",321,356
"=""10-1995""",321,0
"=""10-1996""",321,0
"=""10-1997""",321,0
"=""10-1998""",321,0
"=""10-1999""",321,466
"=""10-2000""",321,297
"=""10-2001""",321,1297
"=""10-2002""",321,530
"=""10-2003""",321,1926
"=""10-2004""",321,250
"=""10-2005""",321,319
"=""10-2006""",321,0
"=""10-2007""",321,1813
"=""10-2008""",321,274
"=""10-2009""",321,1004
"=""10-2010""",321,0
"=""10-2011""",321,1197
"=""10-2012""",321,96
"=""11-1995""",321,0
"=""11-1996""",321,0
"=""11-1997""",321,0
"=""11-1998""",321,0
"=""11-1999""",321,360
"=""11-2000""",321,0
"=""11-2001""",321,451
"=""11-2002""",321,0
"=""11-2003""",321,584
"=""11-2004""",321,246
"=""11-2005""",321,1620
"=""11-2006""",321,137
"=""11-2007""",321,997
"=""11-2008""",321,0
"=""11-2009""",321,416
"=""11-2010""",321,665
"=""11-2011""",321,1090
"=""11-2012""",321,0
"=""12-1995""",321,0
"=""12-1996""",321,0
"=""12-1997""",321,0
"=""12-1998""",321,0
"=""12-1999""",321,339
"=""12-2000""",321,154
"=""12-2001""",321,1182
"=""12-2002""",321,0
"=""12-2003""",321,0
"=""12-2004""",321,0
"=""12-2005""",321,281
"=""12-2006""",321,38
"=""12-2007""",321,838
"=""12-2008""",321,0
"=""12-2009""",321,960
"=""12-2010""",321,654
"=""12-2011""",321,457
"=""12-2012""",321,290
"=""01-1995""",330,0
"=""01-1996""",330,0
"=""01-1997""",330,0
"=""01-1998""",330,0
"=""01-1999""",330,130
"=""01-2000""",330,0
"=""01-2001""",330,910
"=""01-2002""",330,172
"=""01-2003""",330,0
"=""01-2004""",330,0
"=""01-2005""",330,766
"=""01-2006""",330,0
"=""01-2007""",330,1009
"=""01-2008""",330,209
"=""01-2009""",330,543
"=""01-2010""",330,229
"=""01-2011""",330,119
"=""01-2012""",330,145
"=""02-1995""",330,0
"=""02-1996""",330,0
"=""02-1997""",330,0
"=""02-1998""",330,0
"=""02-1999""",330,0
"=""02-2000""",330,0
"=""02-2001""",330,0
"=""02-2002""",330,405
"=""02-2003""",330,1458
"=""02-2004""",330,615
"=""02-2005""",330,686
"=""02-2006""",330,1064
"=""02-2007""",330,1211
"=""02-2008""",330,1309
"=""02-2009""",330,468
"=""02-2010""",330,671
"=""02-2011""",330,479
"=""02-2012""",330,749
"=""03-1995""",330,0
"=""03-1996""",330,0
"=""03-1997""",330,0
"=""03-1998""",330,0
"=""03-1999""",330,0
"=""03-2000""",330,0
"=""03-2001""",330,1666
"=""03-2002""",330,188
"=""03-2003""",330,1153
"=""03-2004""",330,1469
"=""03-2005""",330,1170
"=""03-2006""",330,970
"=""03-2007""",330,900
"=""03-2008""",330,767
"=""03-2009""",330,1599
"=""03-2010""",330,732
"=""03-2011""",330,1165
"=""03-2012""",330,1184
"=""04-1995""",330,0
"=""04-1996""",330,0
"=""04-1997""",330,0
"=""04-1998""",330,0
"=""04-1999""",330,0
"=""04-2000""",330,0
"=""04-2001""",330,245
"=""04-2002""",330,192
"=""04-2003""",330,0
"=""04-2004""",330,502
"=""04-2005""",330,1259
"=""04-2006""",330,1163
"=""04-2007""",330,756
"=""04-2008""",330,945
"=""04-2009""",330,268
"=""04-2010""",330,499
"=""04-2011""",330,193
"=""04-2012""",330,229
"=""05-1995""",330,0
"=""05-1996""",330,0
"=""05-1997""",330,0
"=""05-1998""",330,0
"=""05-1999""",330,0
"=""05-2000""",330,0
"=""05-2001""",330,1955
"=""05-2002""",330,1553
"=""05-2003""",330,341
"=""05-2004""",330,630
"=""05-2005""",330,330
"=""05-2006""",330,1099
"=""05-2007""",330,1305
"=""05-2008""",330,681
"=""05-2009""",330,545
"=""05-2010""",330,1470
"=""05-2011""",330,1024
"=""05-2012""",330,362
"=""06-1995""",330,0
"=""06-1996""",330,0
"=""06-1997""",330,0
"=""06-1998""",330,0
"=""06-1999""",330,0
"=""06-2000""",330,0
"=""06-2001""",330,625
"=""06-2002""",330,333
"=""06-2003""",330,665
"=""06-2004""",330,883
"=""06-2005""",330,136
"=""06-2006""",330,1275
"=""06-2007""",330,370
"=""06-2008""",330,1065
"=""06-2009""",330,467
"=""06-2010""",330,884
"=""06-2011""",330,942
"=""06-2012""",330,411
"=""07-1995""",330,0
"=""07-1996""",330,0
"=""07-1997""",330,0
"=""07-1998""",330,0
"=""07-1999""",330,0
"=""07-2000""",330,313
"=""07-2001""",330,1614
"=""07-2002""",330,1476
"=""07-2003""",330,880
"=""07-2004""",330,705
"=""07-2005""",330,1035
"=""07-2006""",330,875
"=""07-2007""",330,860
"=""07-2008""",330,1514
"=""07-2009""",330,777
"=""07-2010""",330,71
"=""07-2011""",330,449
"=""07-2012""",330,653
"=""08-1995""",330,0
"=""08-1996""",330,0
"=""08-1997""",330,0
"=""08-1998""",330,0
"=""08-1999""",330,0
"=""08-2000""",330,0
"=""08-2001""",330,457
"=""08-2002""",330,41
"=""08-2003""",330,101
"=""08-2004""",330,0
"=""08-2005""",330,71
"=""08-2006""",330,140
"=""08-2007""",330,343
"=""08-2008""",330,0
"=""08-2009""",330,307
"=""08-2010""",330,0
"=""08-2011""",330,95
"=""08-2012""",330,211
"=""09-1995""",330,0
"=""09-1996""",330,0
"=""09-1997""",330,0
"=""09-1998""",330,0
"=""09-1999""",330,0
"=""09-2000""",330,0
"=""09-2001""",330,137
"=""09-2002""",330,359
"=""09-2003""",330,453
"=""09-2004""",330,477
"=""09-2005""",330,766
"=""09-2006""",330,1362
"=""09-2007""",330,920
"=""09-2008""",330,729
"=""09-2009""",330,154
"=""09-2010""",330,432
"=""09-2011""",330,307
"=""09-2012""",330,204
"=""10-1995""",330,0
"=""10-1996""",330,0
"=""10-1997""",330,0
"=""10-1998""",330,0
"=""10-1999""",330,0
"=""10-2000""",330,0
"=""10-2001""",330,759
"=""10-2002""",330,0
"=""10-2003""",330,441
"=""10-2004""",330,0
"=""10-2005""",330,1200
"=""10-2006""",330,0
"=""10-2007""",330,82
"=""10-2008""",330,0
"=""10-2009""",330,1104
"=""10-2010""",330,0
"=""10-2011""",330,691
"=""10-2012""",330,0
"=""11-1995""",330,0
"=""11-1996""",330,0
"=""11-1997""",330,0
"=""11-1998""",330,0
"=""11-1999""",330,0
"=""11-2000""",330,0
"=""11-2001""",330,422
"=""11-2002""",330,0
"=""11-2003""",330,177
"=""11-2004""",330,0
"=""11-2005""",330,440
"=""11-2006""",330,362
"=""11-2007""",330,528
"=""11-2008""",330,0
"=""11-2009""",330,530
"=""11-2010""",330,0
"=""11-2011""",330,894
"=""11-2012""",330,0
"=""12-1995""",330,0
"=""12-1996""",330,0
"=""12-1997""",330,0
"=""12-1998""",330,0
"=""12-1999""",330,0
"=""12-2000""",330,0
"=""12-2001""",330,155
"=""12-2002""",330,150
"=""12-2003""",330,208
"=""12-2004""",330,0
"=""12-2005""",330,0
"=""12-2006""",330,0
"=""12-2007""",330,384
"=""12-2008""",330,292
"=""12-2009""",330,1031
"=""12-2010""",330,0
"=""12-2011""",330,179
"=""12-2012""",330,0
"=""01-1995""",332,0
"=""01-1996""",332,0
"=""01-1997""",332,208
"=""01-1998""",332,271
"=""01-1999""",332,0
"=""01-2000""",332,132
"=""01-2001""",332,728
"=""01-2002""",332,145
"=""01-2003""",332,0
"=""01-2004""",332,0
"=""01-2005""",332,159
"=""01-2006""",332,0
"=""01-2007""",332,166
"=""01-2008""",332,935
"=""01-2009""",332,544
"=""01-2010""",332,152
"=""01-2011""",332,81
"=""01-2012""",332,0
"=""02-1995""",332,0
"=""02-1996""",332,0
"=""02-1997""",332,0
"=""02-1998""",332,316
"=""02-1999""",332,378
"=""02-2000""",332,1219
"=""02-2001""",332,139
"=""02-2002""",332,51
"=""02-2003""",332,317
"=""02-2004""",332,0
"=""02-2005""",332,355
"=""02-2006""",332,116
"=""02-2007""",332,968
"=""02-2008""",332,1021
"=""02-2009""",332,151
"=""02-2010""",332,716
"=""02-2011""",332,818
"=""02-2012""",332,48
"=""03-1995""",332,0
"=""03-1996""",332,0
"=""03-1997""",332,1096
"=""03-1998""",332,0
"=""03-1999""",332,1337
"=""03-2000""",332,586
"=""03-2001""",332,433
"=""03-2002""",332,576
"=""03-2003""",332,489
"=""03-2004""",332,1084
"=""03-2005""",332,0
"=""03-2006""",332,501
"=""03-2007""",332,1103
"=""03-2008""",332,187
"=""03-2009""",332,458
"=""03-2010""",332,803
"=""03-2011""",332,1072
"=""03-2012""",332,622
"=""04-1995""",332,0
"=""04-1996""",332,0
"=""04-1997""",332,0
"=""04-1998""",332,140
"=""04-1999""",332,23
"=""04-2000""",332,0
"=""04-2001""",332,219
"=""04-2002""",332,238
"=""04-2003""",332,1061
"=""04-2004""",332,516
"=""04-2005""",332,275
"=""04-2006""",332,479
"=""04-2007""",332,788
"=""04-2008""",332,1123
"=""04-2009""",332,604
"=""04-2010""",332,229
"=""04-2011""",332,993
"=""04-2012""",332,447
"=""05-1995""",332,0
"=""05-1996""",332,0
"=""05-1997""",332,262
"=""05-1998""",332,0
"=""05-1999""",332,1317
"=""05-2000""",332,807
"=""05-2001""",332,674
"=""05-2002""",332,85
"=""05-2003""",332,107
"=""05-2004""",332,369
"=""05-2005""",332,464
"=""05-2006""",332,86
"=""05-2007""",332,426
"=""05-2008""",332,677
"=""05-2009""",332,502
"=""05-2010""",332,1040
"=""05-2011""",332,256
"=""05-2012""",332,126
"=""06-1995""",332,0
"=""06-1996""",332,0
"=""06-1997""",332,521
"=""06-1998""",332,398
"=""06-1999""",332,505
"=""06-2000""",332,921
"=""06-2001""",332,0
"=""06-2002""",332,934
"=""06-2003""",332,624
"=""06-2004""",332,0
"=""06-2005""",332,0
"=""06-2006""",332,448
"=""06-2007""",332,787
"=""06-2008""",332,196
"=""06-2009""",332,840
"=""06-2010""",332,342
"=""06-2011""",332,1037
"=""06-2012""",332,567
"=""07-1995""",332,0
"=""07-1996""",332,0
"=""07-1997""",332,754
"=""07-1998""",332,898
"=""07-1999""",332,908
"=""07-2000""",332,278
"=""07-2001""",332,180
"=""07-2002""",332,602
"=""07-2003""",332,647
"=""07-2004""",332,125
"=""07-2005""",332,674
"=""07-2006""",332,617
"=""07-2007""",332,750
"=""07-2008""",332,1182
"=""07-2009""",332,1850
"=""07-2010""",332,385
"=""07-2011""",332,590
"=""07-2012""",332,324
"=""08-1995""",332,0
"=""08-1996""",332,0
"=""08-1997""",332,0
"=""08-1998""",332,0
"=""08-1999""",332,0
"=""08-2000""",332,106
"=""08-2001""",332,0
"=""08-2002""",332,172
"=""08-2003""",332,363
"=""08-2004""",332,0
"=""08-2005""",332,87
"=""08-2006""",332,519
"=""08-2007""",332,297
"=""08-2008""",332,0
"=""08-2009""",332,364
"=""08-2010""",332,357
"=""08-2011""",332,328
"=""08-2012""",332,320
"=""09-1995""",332,0
"=""09-1996""",332,0
"=""09-1997""",332,677
"=""09-1998""",332,632
"=""09-1999""",332,0
"=""09-2000""",332,1065
"=""09-2001""",332,99
"=""09-2002""",332,174
"=""09-2003""",332,470
"=""09-2004""",332,169
"=""09-2005""",332,297
"=""09-2006""",332,532
"=""09-2007""",332,807
"=""09-2008""",332,1495
"=""09-2009""",332,110
"=""09-2010""",332,80
"=""09-2011""",332,0
"=""09-2012""",332,281
"=""10-1995""",332,0
"=""10-1996""",332,0
"=""10-1997""",332,476
"=""10-1998""",332,611
"=""10-1999""",332,720
"=""10-2000""",332,0
"=""10-2001""",332,257
"=""10-2002""",332,200
"=""10-2003""",332,0
"=""10-2004""",332,0
"=""10-2005""",332,781
"=""10-2006""",332,0
"=""10-2007""",332,1868
"=""10-2008""",332,0
"=""10-2009""",332,1408
"=""10-2010""",332,0
"=""10-2011""",332,661
"=""10-2012""",332,0
"=""11-1995""",332,0
"=""11-1996""",332,0
"=""11-1997""",332,280
"=""11-1998""",332,0
"=""11-1999""",332,0
"=""11-2000""",332,0
"=""11-2001""",332,237
"=""11-2002""",332,0
"=""11-2003""",332,0
"=""11-2004""",332,0
"=""11-2005""",332,1068
"=""11-2006""",332,0
"=""11-2007""",332,220
"=""11-2008""",332,0
"=""11-2009""",332,72
"=""11-2010""",332,67
"=""11-2011""",332,119
"=""11-2012""",332,156
"=""12-1995""",332,0
"=""12-1996""",332,0
"=""12-1997""",332,0
"=""12-1998""",332,0
"=""12-1999""",332,188
"=""12-2000""",332,0
"=""12-2001""",332,95
"=""12-2002""",332,0
"=""12-2003""",332,0
"=""12-2004""",332,0
"=""12-2005""",332,242
"=""12-2006""",332,251
"=""12-2007""",332,29
"=""12-2008""",332,0
"=""12-2009""",332,445
"=""12-2010""",332,0
"=""12-2011""",332,619
"=""12-2012""",332,0
"=""01-1995""",336,0
"=""01-1996""",336,0
"=""01-1997""",336,0
"=""01-1998""",336,157
"=""01-1999""",336,0
"=""01-2000""",336,0
"=""01-2001""",336,259
"=""01-2002""",336,0
"=""01-2003""",336,0
"=""01-2004""",336,0
"=""01-2005""",336,0
"=""01-2006""",336,0
"=""01-2007""",336,0
"=""01-2008""",336,0
"=""01-2009""",336,0
"=""01-2010""",336,0
"=""01-2011""",336,0
"=""01-2012""",336,0
"=""02-1995""",336,0
"=""02-1996""",336,0
"=""02-1997""",336,0
"=""02-1998""",336,0
"=""02-1999""",336,0
"=""02-2000""",336,0
"=""02-2001""",336,0
"=""02-2002""",336,0
"=""02-2003""",336,0
"=""02-2004""",336,0
"=""02-2005""",336,0
"=""02-2006""",336,0
"=""02-2007""",336,0
"=""02-2008""",336,0
"=""02-2009""",336,0
"=""02-2010""",336,0
"=""02-2011""",336,0
"=""02-2012""",336,259
"=""03-1995""",336,0
"=""03-1996""",336,0
"=""03-1997""",336,0
"=""03-1998""",336,0
"=""03-1999""",336,0
"=""03-2000""",336,0
"=""03-2001""",336,0
"=""03-2002""",336,0
"=""03-2003""",336,0
"=""03-2004""",336,0
"=""03-2005""",336,0
"=""03-2006""",336,0
"=""03-2007""",336,0
"=""03-2008""",336,0
"=""03-2009""",336,0
"=""03-2010""",336,0
"=""03-2011""",336,0
"=""03-2012""",336,541
"=""04-1995""",336,0
"=""04-1996""",336,0
"=""04-1997""",336,0
"=""04-1998""",336,464
"=""04-1999""",336,0
"=""04-2000""",336,0
"=""04-2001""",336,0
"=""04-2002""",336,0
"=""04-2003""",336,0
"=""04-2004""",336,0
"=""04-2005""",336,0
"=""04-2006""",336,0
"=""04-2007""",336,0
"=""04-2008""",336,0
"=""04-2009""",336,0
"=""04-2010""",336,0
"=""04-2011""",336,0
"=""04-2012""",336,424
"=""05-1995""",336,0
"=""05-1996""",336,0
"=""05-1997""",336,0
"=""05-1998""",336,0
"=""05-1999""",336,0
"=""05-2000""",336,0
"=""05-2001""",336,0
"=""05-2002""",336,0
"=""05-2003""",336,0
"=""05-2004""",336,0
"=""05-2005""",336,0
"=""05-2006""",336,0
"=""05-2007""",336,0
"=""05-2008""",336,0
"=""05-2009""",336,0
"=""05-2010""",336,0
"=""05-2011""",336,140
"=""05-2012""",336,524
"=""06-1995""",336,0
"=""06-1996""",336,0
"=""06-1997""",336,0
"=""06-1998""",336,0
"=""06-1999""",336,0
"=""06-2000""",336,0
"=""06-2001""",336,0
"=""06-2002""",336,0
"=""06-2003""",336,0
"=""06-2004""",336,0
"=""06-2005""",336,0
"=""06-2006""",336,0
"=""06-2007""",336,0
"=""06-2008""",336,0
"=""06-2009""",336,0
"=""06-2010""",336,0
"=""06-2011""",336,0
"=""06-2012""",336,807
"=""07-1995""",336,0
"=""07-1996""",336,0
"=""07-1997""",336,0
"=""07-1998""",336,0
"=""07-1999""",336,0
"=""07-2000""",336,0
"=""07-2001""",336,0
"=""07-2002""",336,0
"=""07-2003""",336,0
"=""07-2004""",336,0
"=""07-2005""",336,0
"=""07-2006""",336,0
"=""07-2007""",336,0
"=""07-2008""",336,0
"=""07-2009""",336,0
"=""07-2010""",336,0
"=""07-2011""",336,0
"=""07-2012""",336,346
"=""08-1995""",336,0
"=""08-1996""",336,0
"=""08-1997""",336,0
"=""08-1998""",336,0
"=""08-1999""",336,0
"=""08-2000""",336,0
"=""08-2001""",336,0
"=""08-2002""",336,0
"=""08-2003""",336,0
"=""08-2004""",336,0
"=""08-2005""",336,0
"=""08-2006""",336,0
"=""08-2007""",336,0
"=""08-2008""",336,0
"=""08-2009""",336,0
"=""08-2010""",336,0
"=""08-2011""",336,0
"=""08-2012""",336,492
"=""09-1995""",336,0
"=""09-1996""",336,0
"=""09-1997""",336,18
"=""09-1998""",336,0
"=""09-1999""",336,0
"=""09-2000""",336,0
"=""09-2001""",336,0
"=""09-2002""",336,0
